SortOrder,GRM,ValueType,Al_pct_ICP60,Ca_pct_ICP60,Fe_pct_ICP60,K_pct_ICP60,Mg_pct_ICP60,P_pct_ICP60,S_pct_ICP60,Si_pct_ICP60,Ti_pct_ICP60,Ag_ppm_ICP60,As_ppm_ICP60,B_ppm_ICP60,Ba_ppm_ICP60,Be_ppm_ICP60,Bi_ppm_ICP60,Cd_ppm_ICP60,Ce_ppm_ICP60,Co_ppm_ICP60,Cr_ppm_ICP60,Cs_ppm_ICP60,Cu_ppm_ICP60,Dy_ppm_ICP60,Er_ppm_ICP60,Eu_ppm_ICP60,Ga_ppm_ICP60,Gd_ppm_ICP60,Ge_ppm_ICP60,Hf_ppm_ICP60,Ho_ppm_ICP60,In_ppm_ICP60,La_ppm_ICP60,Li_ppm_ICP60,Lu_ppm_ICP60,Mn_ppm_ICP60,Mo_ppm_ICP60,Nb_ppm_ICP60,Nd_ppm_ICP60,Ni_ppm_ICP60,Pb_ppm_ICP60,Pr_ppm_ICP60,Rb_ppm_ICP60,Re_ppm_ICP60,Sb_ppm_ICP60,Sc_ppm_ICP60,Se_ppm_ICP60,Sm_ppm_ICP60,Sn_ppm_ICP60,Sr_ppm_ICP60,Ta_ppm_ICP60,Tb_ppm_ICP60,Te_ppm_ICP60,Th_ppm_ICP60,Tl_ppm_ICP60,Tm_ppm_ICP60,U_ppm_ICP60,V_ppm_ICP60,W_ppm_ICP60,Y_ppm_ICP60,Yb_ppm_ICP60,Zn_ppm_ICP60,Zr_ppm_ICP60,Al_pct_AR,Ca_pct_AR,Fe_pct_AR,K_pct_AR,Mg_pct_AR,Na_pct_AR,S_pct_AR,Ti_pct_AR,Ag_ppm_AR,As_ppm_AR,Au_ppm_AR,B_ppm_AR,Ba_ppm_AR,Be_ppm_AR,Bi_ppm_AR,Cd_ppm_AR,Ce_ppm_AR,Co_ppm_AR,Cr_ppm_AR,Cs_ppm_AR,Cu_ppm_AR,Ga_ppm_AR,Ge_ppm_AR,Hf_ppm_AR,Hg_ppm_AR,In_ppm_AR,La_ppm_AR,Li_ppm_AR,Mn_ppm_AR,Mo_ppm_AR,Nb_ppm_AR,Ni_ppm_AR,P_ppm_AR,Pb_ppm_AR,Rb_ppm_AR,Re_ppm_AR,Sb_ppm_AR,Sc_ppm_AR,Se_ppm_AR,Sn_ppm_AR,Sr_ppm_AR,Ta_ppm_AR,Te_ppm_AR,Th_ppm_AR,Tl_ppm_AR,U_ppm_AR,V_ppm_AR,W_ppm_AR,Y_ppm_AR,Zn_ppm_AR,Zr_ppm_AR,Au_ppb_FA,Pd_ppb_FA,Pt_ppb_FA,Al2O3_pct_WDX,BaO_pct_WDX,CaO_pct_WDX,Cr2O3_pct_WDX,Fe2O3_pct_WDX,K2O_pct_WDX,LOI_pct_WDX,MgO_pct_WDX,MnO_pct_WDX,Na2O_pct_WDX,P2O5_pct_WDX,SiO2_pct_WDX,SrO_pct_WDX,TiO2_pct_WDX,V2O5_pct_WDX,F_pct_ISE,S_pct_IR,C_pct_IR,CO2_pct_CARB,CRBNT_pct_CARB,Hg_ppm_CVAAS,Organic_C_pct_C,Al2O3_pct_ICP16,Ba_ppm_ICP16,CaO_pct_ICP16,Cr2O3_pct_ICP16,Fe2O3_pct_ICP16,K2O_pct_ICP16,MgO_pct_ICP16,MnO_pct_ICP16,Na2O_pct_ICP16,P2O5_pct_ICP16,SiO2_pct_ICP16,Sr_ppm_ICP16,TiO2_pct_ICP16,V2O5_pct_ICP16,Au_ppm_FA_ORE,Pd_ppm_FA_ORE,Pt_ppm_FA_ORE,Ag_ppm_ICP42C,As_ppm_ICP42C,Be_ppm_ICP42C,Bi_ppm_ICP42C,Cd_ppm_ICP42C,Co_ppm_ICP42C,Cu_ppm_ICP42C,Li_ppm_ICP42C,Mo_ppm_ICP42C,Na_ppm_ICP42C,Ni_ppm_ICP42C,P_ppm_ICP42C,Pb_ppm_ICP42C,Sb_ppm_ICP42C,Se_ppm_ICP42C,Sn_ppm_ICP42C,Tl_ppm_ICP42C,Y_ppm_ICP42C,Zn_ppm_ICP42C,Ce_ppm_ICPREE,Dy_ppm_ICPREE,Er_ppm_ICPREE,Eu_ppm_ICPREE,Gd_ppm_ICPREE,Ho_ppm_ICPREE,La_ppm_ICPREE,Lu_ppm_ICPREE,Nd_ppm_ICPREE,Pr_ppm_ICPREE,Sm_ppm_ICPREE,Tb_ppm_ICPREE,Th_ppm_ICPREE,Tm_ppm_ICPREE,U_ppm_ICPREE,Yb_ppm_ICPREE,Co_pct_WDXRFBM,Cu_pct_WDXRFBM,Fe_pct_WDXRFBM,Ni_pct_WDXRFBM,Pb_pct_WDXRFBM,Zn_pct_WDXRFBM,Au_ppb_PGE,Ir_ppb_PGE,Pd_ppb_PGE,Pt_ppb_PGE,Re_ppb_PGE,Rh_ppb_PGE,Ru_ppb_PGE,Ag_ppb_H2O,Al_ppb_H2O,As_ppb_H2O,Au_ppb_H2O,B_ppb_H2O,Ba_ppb_H2O,Be_ppb_H2O,Bi_ppb_H2O,Ca_ppb_H2O,Cd_ppb_H2O,Ce_ppb_H2O,Co_ppb_H2O,Cr_ppb_H2O,Cs_ppb_H2O,Cu_ppb_H2O,Dy_ppb_H2O,Er_ppb_H2O,Eu_ppb_H2O,Fe_ppb_H2O,Ga_ppb_H2O,Gd_ppb_H2O,Ge_ppb_H2O,Hf_ppb_H2O,Hg_ppb_H2O,Ho_ppb_H2O,In_ppb_H2O,K_ppb_H2O,La_ppb_H2O,Li_ppb_H2O,Lu_ppb_H2O,Mg_ppb_H2O,Mn_ppb_H2O,Mo_ppb_H2O,Na_ppb_H2O,Nb_ppb_H2O,Nd_ppb_H2O,Ni_ppb_H2O,P_ppb_H2O,Pb_ppb_H2O,Pr_ppb_H2O,Rb_ppb_H2O,Re_ppb_H2O,S_ppb_H2O,Sb_ppb_H2O,Sc_ppb_H2O,Se_ppb_H2O,Si_ppb_H2O,Sm_ppb_H2O,Sn_ppb_H2O,Sr_ppb_H2O,Ta_ppb_H2O,Tb_ppb_H2O,Te_ppb_H2O,Th_ppb_H2O,Ti_ppb_H2O,Tl_ppb_H2O,Tm_ppb_H2O,U_ppb_H2O,V_ppb_H2O,W_ppb_H2O,Y_ppb_H2O,Yb_ppb_H2O,Zn_ppb_H2O,Zr_ppb_H2O,Ag_ppb_ICPH2O,Al_ppb_ICPH2O,As_ppb_ICPH2O,Au_ppb_ICPH2O,B_ppb_ICPH2O,Ba_ppb_ICPH2O,Be_ppb_ICPH2O,Bi_ppb_ICPH2O,Ca_ppb_ICPH2O,Cd_ppb_ICPH2O,Ce_ppb_ICPH2O,Co_ppb_ICPH2O,Cr_ppb_ICPH2O,Cs_ppb_ICPH2O,Cu_ppb_ICPH2O,Dy_ppb_ICPH2O,Er_ppb_ICPH2O,Eu_ppb_ICPH2O,Fe_ppb_ICPH2O,Ga_ppb_ICPH2O,Gd_ppb_ICPH2O,Ge_ppb_ICPH2O,Hf_ppb_ICPH2O,Hg_ppb_ICPH2O,Ho_ppb_ICPH2O,In_ppb_ICPH2O,K_ppb_ICPH2O,La_ppb_ICPH2O,Li_ppb_ICPH2O,Lu_ppb_ICPH2O,Mg_ppb_ICPH2O,Mn_ppb_ICPH2O,Mo_ppb_ICPH2O,Na_ppb_ICPH2O,Nb_ppb_ICPH2O,Nd_ppb_ICPH2O,Ni_ppb_ICPH2O,P_ppb_ICPH2O,Pb_ppb_ICPH2O,Pr_ppb_ICPH2O,Rb_ppb_ICPH2O,Re_ppb_ICPH2O,S_ppb_ICPH2O,Sb_ppb_ICPH2O,Sc_ppb_ICPH2O,Se_ppb_ICPH2O,Si_ppb_ICPH2O,Sm_ppb_ICPH2O,Sn_ppb_ICPH2O,Sr_ppb_ICPH2O,Ta_ppb_ICPH2O,Tb_ppb_ICPH2O,Te_ppb_ICPH2O,Th_ppb_ICPH2O,Ti_ppb_ICPH2O,Tl_ppb_ICPH2O,Tm_ppb_ICPH2O,U_ppb_ICPH2O,V_ppb_ICPH2O,W_ppb_ICPH2O,Y_ppb_ICPH2O,Yb_ppb_ICPH2O,Zn_ppb_ICPH2O,Zr_ppb_ICPH2O,Al_pct_ICP61,Ca_pct_ICP61,Fe_pct_ICP61,K_pct_ICP61,Mg_pct_ICP61,P_pct_ICP61,S_pct_ICP61,Si_pct_ICP61,Ti_pct_ICP61,Ag_ppm_ICP61,As_ppm_ICP61,B_ppm_ICP61,Ba_ppm_ICP61,Be_ppm_ICP61,Bi_ppm_ICP61,Cd_ppm_ICP61,Ce_ppm_ICP61,Co_ppm_ICP61,Cr_ppm_ICP61,Cs_ppm_ICP61,Cu_ppm_ICP61,Dy_ppm_ICP61,Er_ppm_ICP61,Eu_ppm_ICP61,Ga_ppm_ICP61,Gd_ppm_ICP61,Ge_ppm_ICP61,Hf_ppm_ICP61,Ho_ppm_ICP61,In_ppm_ICP61,La_ppm_ICP61,Li_ppm_ICP61,Lu_ppm_ICP61,Mn_ppm_ICP61,Mo_ppm_ICP61,Nb_ppm_ICP61,Nd_ppm_ICP61,Ni_ppm_ICP61,Pb_ppm_ICP61,Pr_ppm_ICP61,Rb_ppm_ICP61,Re_ppm_ICP61,Sb_ppm_ICP61,Sc_ppm_ICP61,Se_ppm_ICP61,Sm_ppm_ICP61,Sn_ppm_ICP61,Sr_ppm_ICP61,Ta_ppm_ICP61,Tb_ppm_ICP61,Te_ppm_ICP61,Th_ppm_ICP61,Tl_ppm_ICP61,Tm_ppm_ICP61,U_ppm_ICP61,V_ppm_ICP61,W_ppm_ICP61,Y_ppm_ICP61,Yb_ppm_ICP61,Zn_ppm_ICP61,Zr_ppm_ICP61
33,GSP-QC,Preferred,7.4,1.55,2.85,4.12,0.6,0.12,0.06,31.6,0.38,2.8,30.7,<10,1320,<5,4.3,0.26,369,6.37,22.1,1.99,31.1,5.56,2.4,2.02,22,14.8,1.62,9.69,0.92,<0.2,166,33.6,0.25,281,<2,22.6,186,10.6,43.3,47.7,240,,0.9,6,<5,23.8,5,219,7.99,1.68,4,99.9,2.11,0.27,2.56,72.8,6.33,25,1.71,115,396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156,2,<5,14.4,0.15,2.13,<0.01,4.04,5.17,1.15,1.03,0.04,2.51,0.3,67.3,0.02,0.67,0.01,0.31,0.06,0.18,0.33,0.09,0.26,0.09,14.4,1320,2.13,,4.04,5.17,1.03,0.04,2.51,0.3,67.3,219,0.67,0.01,,,,2.75,30.7,1.17,4.3,0.26,6.37,31.1,33.6,<10,186,10.6,1200,43.3,0.9,4,4.88,2.11,25,115,,,,,,,,,,,,,,,,,<0.05,<0.05,2.85,<0.05,<0.05,<0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.4,1.55,2.85,4.12,0.6,0.12,0.06,31.6,0.38,2.8,30.7,<10,1320,<5,4.3,0.26,369,6.37,22.1,1.99,31.1,5.56,2.4,2.02,22,14.8,1.62,9.69,0.92,<0.2,166,33.6,0.25,281,<2,22.6,186,10.6,43.3,47.7,240,,0.9,6,<5,23.8,5,219,7.99,1.68,4,99.9,2.11,0.27,2.56,72.8,6.33,25,1.71,115,396
34,GSP-QC,Mean,7.51,1.49,2.8,4.31,0.59,0.12,0.06,>30,0.39,3.25,34.24,<10,1308.52,<5,4.34,0.29,396.98,6.62,20.92,1.98,33.45,5.62,2.34,2.12,23.11,12.28,1.49,14.88,0.95,<0.2,171.45,35,0.26,299,<2,24.17,188.98,14.77,38.85,51.28,239.94,<0.02,0.94,6.02,4,24.05,5.27,224.04,8.02,1.37,3.79,102.13,2.16,0.3,2.65,73.63,6.84,25.39,1.7,115.05,734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170,1.9,2.1,14.55,0.15,2.11,<0.01,4.14,5.19,1.5,1.03,0.03,2.55,0.28,67.71,0.04,0.67,0.02,0.31,0.06,0.19,0.33,0.09,0.26,0.1,14.23,1308.52,2.07,,4.05,5.24,1.01,0.04,2.59,0.27,65.98,224.04,0.65,0.01,,,,3.06,31.47,1.28,4.02,0.22,6.59,30.96,33.74,<10,188.98,9.9,1200,38.36,0.94,4.86,4.67,2.01,23.63,116.08,,,,,,,,,,,,,,,,,<0.01,<0.01,2.86,<0.01,<0.01,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.51,1.49,2.8,4.31,0.59,0.12,0.06,>30,0.39,3.25,34.24,<10,1308.52,<5,4.34,0.29,396.98,6.62,20.92,1.98,33.45,5.62,2.34,2.12,23.11,12.28,1.49,14.88,0.95,<0.2,171.45,35,0.26,299,<2,24.17,188.98,14.77,38.85,51.28,239.94,<0.02,0.94,6.02,4,24.05,5.27,224.04,8.02,1.37,3.79,102.13,2.16,0.3,2.65,73.63,6.84,25.39,1.7,115.05,734
35,NIST-1632c,Preferred,0.92,0.15,0.74,0.11,0.04,,1.46,1.65,0.05,0.1,6.2,62,41.1,1,0.1,0.07,11.9,3.48,14,0.59,6,,,0.21,3,,5,0.59,,,,8,,13.04,0.8,1,,9.32,3.79,,7.52,,0.46,2.91,1.33,1.08,1,64,,,0.05,1.4,0.4,,0.51,23.7,,4,,12,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.64,0.005,0.21,0.002,1.06,0.11,,0.07,0.002,0.04,,3.53,0.01,0.08,0.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.92,0.15,0.74,0.11,0.04,,1.46,1.65,0.05,0.1,6.2,62,41.1,1,0.1,0.07,11.9,3.48,14,0.59,6,,,0.21,3,,5,0.59,,,,8,,13.04,0.8,1,,9.32,3.79,,7.52,,0.46,2.91,1.33,1.08,1,64,,,0.05,1.4,0.4,,0.51,23.7,,4,,12,16
36,NIST-1632c,Mean,0.87,0.15,0.71,0.15,0.03,0.02,0.47,1.56,0.05,<1,5.7,56,41,<5,0.1,<0.2,10.9,3.33,19,0.53,<5,0.79,0.51,0.23,3.4,0.91,4,,0.18,<0.2,5.8,<10,0.06,12,,1.7,4.9,15.3,5.5,1.29,8,<0.02,0.5,,<5,0.83,<1,63,<0.5,0.15,<0.5,1.4,<0.5,0.06,0.52,22.3,<1,4.9,0.47,12,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.63,<0.01,0.19,<0.01,0.95,0.16,79.9,0.07,<0.01,0.12,0.03,3.26,0.01,0.08,<0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.87,0.15,0.71,0.15,0.03,0.02,0.47,1.56,0.05,<1,5.7,56,41,<5,0.1,<0.2,10.9,3.33,19,0.53,<5,0.79,0.51,0.23,3.4,0.91,4,,0.18,<0.2,5.8,<10,0.06,12,,1.7,4.9,15.3,5.5,1.29,8,<0.02,0.5,,<5,0.83,<1,63,<0.5,0.15,<0.5,1.4,<0.5,0.06,0.52,22.3,<1,4.9,0.47,12,20
37,RGM-1,Preferred,7.25,0.82,1.3,3.57,0.17,,,34.31,0.16,<1,<5,28,810,2.4,,,47,2,<10,9.6,12,4.1,,0.66,15,3.7,,,,,24,57,0.4,280,2.3,8.9,19,,24,,150,,1.3,4.4,,4.3,4.1,110,0.95,,,15,,,5.8,13,1.5,25,2.6,32,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.7,0.09,1.15,<0.01,1.86,4.3,,0.28,0.04,4.07,,73.4,,0.27,<0.01,,,,,,,,13.7,,1.15,<0.01,1.86,4.3,0.28,0.04,4.07,,73.4,,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.25,0.82,1.3,3.57,0.17,,,34.31,0.16,<1,<5,28,810,2.4,,,47,2,<10,9.6,12,4.1,,0.66,15,3.7,,,,,24,57,0.4,280,2.3,8.9,19,,24,,150,,1.3,4.4,,4.3,4.1,110,0.95,,,15,,,5.8,13,1.5,25,2.6,32,220
38,RGM-1,Mean,7.13,0.83,1.29,3.65,0.17,0.02,<0.01,>30.0,0.15,<1,<5,35,825.75,<5,0.28,<0.2,46.45,2.1,<10,10.05,11,3.6,2.32,0.62,16,3.69,1,6.25,0.75,<0.2,23.45,59.75,0.4,277.5,3,9.5,19.58,9.67,24.25,5.38,149.5,<0.02,1.28,<5,<1,4,4.5,104,0.85,0.59,<0.05,14.38,0.95,0.37,5.56,11.75,1.75,21.2,2.43,35,214.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.64,0.1,1.16,<0.01,1.82,4.3,1.18,0.29,0.04,4.03,0.04,73,,0.26,<0.01,,,,,,,,13.5,,1.2,<0.01,1.88,4.3,0.28,0.04,4.12,0.05,72.4,,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.13,0.83,1.29,3.65,0.17,0.02,<0.01,>30.0,0.15,<1,<5,35,825.75,<5,0.28,<0.2,46.45,2.1,<10,10.05,11,3.6,2.32,0.62,16,3.69,1,6.25,0.75,<0.2,23.45,59.75,0.4,277.5,3,9.5,19.58,9.67,24.25,5.38,149.5,<0.02,1.28,<5,<1,4,4.5,104,0.85,0.59,<0.05,14.38,0.95,0.37,5.56,11.75,1.75,21.2,2.43,35,214.5
39,RGM-2,Preferred,7.31,0.88,1.3,3.61,0.17,0.02,<0.01,34.3,0.15,<1,<5,36,842,<5,0.28,<0.2,48,2,<10,10.1,9.8,3.3,2.2,0.7,16,3.6,1,6,0.8,<0.2,25,58,0.4,273,2.5,9,20,<5,20,5,147,,0.8,5,,4,4,108,1,0.6,,15,0.9,0.37,5.9,12.3,2,24,2.46,33,222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,0.09,1.23,<0.01,1.86,4.35,0.91,0.28,0.04,4.14,0.05,73.4,,0.25,<0.01,,,,<0.05,0.01,,,14,,1.23,,1.86,4.35,0.28,0.04,4.14,0.05,73.4,,0.25,<0.01,,,,,,,,,,,,,,,,,,,,,,,48,3.3,2.2,0.7,3.6,0.8,25,0.4,20,5,4,0.6,15,0.37,5.9,2.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.31,0.88,1.3,3.61,0.17,0.02,<0.01,34.3,0.15,<1,<5,36,842,<5,0.28,<0.2,48,2,<10,10.1,9.8,3.3,2.2,0.7,16,3.6,1,6,0.8,<0.2,25,58,0.4,273,2.5,9,20,<5,20,5,147,,0.8,5,,4,4,108,1,0.6,,15,0.9,0.37,5.9,12.3,2,24,2.46,33,222
40,RGM-2,Mean,7.19,0.87,1.31,3.51,0.16,0.02,<0.01,>30,0.16,<1,<30,26.31,843.07,<5,0.28,<0.2,45.83,2.01,<10,10.07,9.43,3.68,2.32,0.6,16.57,3.63,1,6,0.76,<0.2,23.09,59.29,0.39,269.59,2.96,8.21,19.51,10.5,21.36,5.38,154.57,<0.02,0.76,<5,<1,3.94,4,108.79,0.76,0.6,<1,14.82,0.92,0.37,5.74,12.29,1.86,21.56,2.46,32.07,216.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.69,0.09,1.22,<0.01,1.87,4.36,0.91,0.29,0.03,4.04,0.05,73.01,,0.27,<0.01,,,,<0.05,0.01,,,13.64,,1.16,<0.01,1.86,4.39,0.25,0.03,3.99,0.04,73.9,,0.25,<0.01,,,,,,,,,,,,,,,,,,,,,,,48,3.9,2.8,0.7,3.7,0.8,10,0.5,19,6.2,2.8,0.9,14.2,0.5,4.6,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.19,0.87,1.31,3.51,0.16,0.02,<0.01,>30,0.16,<1,<30,26.31,843.07,<5,0.28,<0.2,45.83,2.01,<10,10.07,9.43,3.68,2.32,0.6,16.57,3.63,1,6,0.76,<0.2,23.09,59.29,0.39,269.59,2.96,8.21,19.51,10.5,21.36,5.38,154.57,<0.02,0.76,<5,<1,3.94,4,108.79,0.76,0.6,<1,14.82,0.92,0.37,5.74,12.29,1.86,21.56,2.46,32.07,216.64
41,SAC-1,Preferred,10.23,7.39,5.59,0.27,7.06,<0.01,0.42,20.33,0.06,<1,<5,17.63,31.97,<5,1.68,0.42,1.74,83.4,4582,<0.1,1045.7,0.4,0.25,0.16,11,0.32,<1,<1,0.08,<0.2,0.91,<10,0.06,797,<2,<1,0.95,1862,8.73,0.22,3.31,,0.24,11.36,3.06,0.22,1.44,115,<0.5,0.06,3,0.21,<0.5,<0.05,0.07,74,<1,2.34,0.3,42.55,5.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.8,<0.01,10.67,0.71,8.2,0.25,5.22,11.74,0.1,0.99,<0.01,43.03,0.01,0.1,0.01,,0.42,0.16,0.4,0.11,<0.01,0.05,18.85,,10.67,0.71,8.2,0.25,11.74,0.1,0.99,<0.01,43.03,,0.1,,1.18,4.53,1.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.23,7.39,5.59,0.27,7.06,<0.01,0.42,20.33,0.06,<1,<5,17.63,31.97,<5,1.68,0.42,1.74,83.4,4582,<0.1,1045.7,0.4,0.25,0.16,11,0.32,<1,<1,0.08,<0.2,0.91,<10,0.06,797,<2,<1,0.95,1862,8.73,0.22,3.31,,0.24,11.36,3.06,0.22,1.44,115,<0.5,0.06,3,0.21,<0.5,<0.05,0.07,74,<1,2.34,0.3,42.55,5.22
42,SAC-1,Mean,10.23,7.39,5.59,0.27,7.06,<0.01,0.43,20.33,0.06,<1,<30,17.63,31.97,<5,1.68,0.42,1.74,83.41,4582.55,<0.1,1045.73,0.4,0.25,0.16,10.55,0.32,<1,<1,0.08,<0.2,0.91,<10,0.06,797.3,<2,<1,0.95,1862.36,8.73,0.22,3.31,<0.02,0.24,11.36,<5,0.22,1.44,114.73,<0.5,0.06,3,0.21,<0.5,<0.05,0.07,74,<1,2.34,0.3,42.55,5.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.85,<0.01,10.67,0.71,8.2,0.25,5.22,11.74,0.1,0.99,<0.01,43.03,0.1,0.1,0.01,,0.42,0.16,0.4,0.11,<0.01,0.12,18.55,,10.5,0.66,8,0.25,11.7,0.1,0.9,0.08,42.75,,0.1,,1.18,4.53,1.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.23,7.39,5.59,0.27,7.06,<0.01,0.43,20.33,0.06,<1,<30,17.63,31.97,<5,1.68,0.42,1.74,83.41,4582.55,<0.1,1045.73,0.4,0.25,0.16,10.55,0.32,<1,<1,0.08,<0.2,0.91,<10,0.06,797.3,<2,<1,0.95,1862.36,8.73,0.22,3.31,<0.02,0.24,11.36,<5,0.22,1.44,114.73,<0.5,0.06,3,0.21,<0.5,<0.05,0.07,74,<1,2.34,0.3,42.55,5.22
43,SAR-H,Preferred,6.26,1.04,4.51,3.46,0.92,0.08,0.47,30.59,0.34,76,396,113,866,22,5.1,25,89.3,55.6,237,4.78,1160,4.41,2.6,1.25,15.6,5.35,2,6.9,0.9,9.5,44.9,50.5,0.4,3988,64,21.9,36.2,230,3890,9.97,152,,505,8.2,15,6.39,2.9,182,1.41,0.78,9.5,17.7,11.1,0.39,4.07,73.2,13,25.4,2.6,3680,258,1.16,0.82,3.92,0.33,0.65,0.04,0.49,0.03,89.6,398,11.3,62,159,21.5,4.88,24.6,59.6,53.2,17.4,1.73,1223,4.63,0.22,0.08,7.08,10,28.2,40.1,3796,64.9,2.15,225,700,4146,23.8,0.02,388,3,17.5,1.5,48,<0.01,9.27,10.9,9.86,2.11,36.3,4.17,11,3673,3.5,5320,485,165,11.8,0.1,1.46,0.03,6.45,4.17,5.66,1.53,0.52,1.1,0.19,65.4,0.02,0.56,0.01,,0.47,0.9,0.82,0.22,7.3,0.67,11.83,,1.46,0.03,6.45,4.17,1.53,0.52,1.1,0.19,65.45,,0.56,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.26,1.04,4.51,3.46,0.92,0.08,0.47,30.59,0.34,76,396,113,866,22,5.1,25,89.3,55.6,237,4.78,1160,4.41,2.6,1.25,15.6,5.35,2,6.9,0.9,9.5,44.9,50.5,0.4,3988,64,21.9,36.2,230,3890,9.97,152,,505,8.2,15,6.39,2.9,182,1.41,0.78,9.5,17.7,11.1,0.39,4.07,73.2,13,25.4,2.6,3680,258
